교육청코드,학교코드,학교명,급식일자,식사명,급식식단
B10,7021105,해물야채밥/양념장5.6.9.13.17.18.<br/>고르곤졸라피자2.5.6.10.12.<br/>김치콩나물국5.6.9.13.<br/>한우등심구이(오븐)10.13.<br/>오이소박이9.13.<br/>한라봉<br/>우유(칼슘우유)2.,20241030,중식,해물죽 (9.13.17.18)<br/>로제스파게티(우유) (1.2.5.6.12.13.16)<br/>호박부각 <br/>마늘소스닭다리오븐구이 (13.15)<br/>석박지 (9)<br/>사과 <br/>우유(칼슘우유) (2)
